timestamp,component,rcd_uS,frm_nm,frm_sz_b,cmp_ltnc_uS,ntwrk_lt_uS,snt_uS,done_uS,recv_btRt_Mbps
1758853950858353,2,3823588.0,33,10737610.0,116206.0,107.0,,3939798.0,82.95498265592286
1758853950924381,1,4008799.0,37,11105300.0,132547.0,111.0,,4141350.0,105.15984243021099
1758853950974799,2,3940034.0,34,10737610.0,118390.0,107.0,,4058428.0,92.21106779107913
1758853951058091,1,4142509.0,38,10627150.0,113134.0,106.0,,4255647.0,79.47909655223992
1758853951093439,2,4058674.0,35,10737610.0,122607.0,107.0,,4181285.0,90.50581591368848
1758853951172255,1,4256673.0,39,10410840.0,130797.0,104.0,,4387474.0,91.19196944746155
1758853951216303,2,4181538.0,36,10737610.0,124869.0,107.0,,4306411.0,87.39427334288318
1758853951304101,1,4388519.0,40,10069330.0,113691.0,100.0,,4502214.0,76.37190358448493
1758853951341422,2,4306657.0,37,10737610.0,125124.0,107.0,,4431785.0,85.81918014050623
1758853951418908,1,4503326.0,41,11376080.0,118237.0,113.0,,4621567.0,99.08873152333918
1758853951466794,2,4432029.0,38,10737610.0,119563.0,107.0,,4551596.0,85.64599751140607
1758853951538267,1,4622685.0,42,10373690.0,111600.0,103.0,,4734289.0,86.91166983637598
1758853951586603,2,4551838.0,39,10737610.0,127087.0,107.0,,4678929.0,89.6227328497859
1758853951650875,1,4735293.0,43,11298800.0,131086.0,112.0,,4866383.0,100.33745382210856
1758853951713951,2,4679186.0,40,10737610.0,120764.0,107.0,,4799954.0,84.31706819109841
1758853951783156,1,4867574.0,44,10856560.0,119986.0,108.0,,4987564.0,82.07195288816989
1758853951834980,2,4800215.0,41,10737610.0,130254.0,107.0,,4930473.0,88.71931520544663
1758853951904197,1,4988615.0,45,10049730.0,105469.0,100.0,,5094088.0,83.02748655414281
1758853951965483,2,4930718.0,42,10737610.0,120555.0,107.0,,5051277.0,82.27864493536546
1758853952010700,1,5095118.0,46,9854770.0,110012.0,98.0,,5205134.0,92.53044515177976
1758853952086305,2,5051540.0,43,10737610.0,128012.0,107.0,,5179556.0,88.87131482676996
1758853952121762,1,5206180.0,47,8809930.0,100184.0,88.0,,5306368.0,79.32443139867821
1758853952214569,2,5179804.0,44,10737610.0,119499.0,107.0,,5299307.0,83.71491611052205
1758853952223026,1,5307444.0,48,8676800.0,90560.0,86.0,,5398008.0,85.68494232896192
1758853952314636,1,5399054.0,49,10542620.0,112002.0,105.0,,5511060.0,115.08154131645017
1758853952334316,2,5299551.0,45,10737610.0,117323.0,107.0,,5416878.0,89.66913576122994
1758853952427191,1,5511609.0,50,9459430.0,104767.0,94.0,,5616380.0,84.04273466305362
1758853952451891,2,5417126.0,46,10737610.0,125065.0,107.0,,5542195.0,91.32562194344035
1758853952533077,1,5617495.0,51,8452620.0,88447.0,84.0,,5705946.0,79.82755038437566
1758853952577201,2,5542436.0,47,10737610.0,116399.0,107.0,,5658839.0,85.68837283536828
1758853952622588,1,5707006.0,52,9366580.0,128880.0,93.0,,5835890.0,104.64166415300913
1758853952693863,2,5659098.0,48,10737610.0,114136.0,107.0,,5773238.0,92.04033875640741
1758853952752512,1,5836930.0,53,10291270.0,126922.0,102.0,,5963856.0,79.20992272405407
1758853952808243,2,5773478.0,49,10737610.0,118362.0,107.0,,5891844.0,93.87663927260012
1758853952879995,1,5964413.0,54,9843240.0,102859.0,98.0,,6067276.0,77.21217730991584
1758853952926857,2,5892092.0,50,10737610.0,122667.0,107.0,,6014763.0,90.52565464447704
1758853952983965,1,6068383.0,55,11047080.0,139266.0,110.0,,6207653.0,106.25257285755507
1758853953049781,2,6015016.0,51,10737610.0,152774.0,107.0,,6167794.0,87.35161563242329
1758853953124295,1,6208713.0,56,9813760.0,112397.0,98.0,,6321114.0,69.9334425995867
1758853953202798,2,6168033.0,52,10737610.0,120615.0,107.0,,6288652.0,70.1726605540561
1758853953237710,1,6322128.0,57,10359560.0,120239.0,103.0,,6442371.0,91.34206233743333
1758853953323675,2,6288910.0,53,10737610.0,124106.0,107.0,,6413020.0,88.83087766903547
1758853953359055,1,6443473.0,58,9659880.0,114389.0,96.0,,6557866.0,79.6067411100581
1758853953448027,2,6413262.0,54,10737610.0,113018.0,107.0,,6526284.0,86.34851067936182
1758853953474522,1,6558940.0,59,9822360.0,110041.0,98.0,,6668985.0,85.06638260282158
1758853953561283,2,6526518.0,55,10737610.0,123765.0,107.0,,6650287.0,94.8083103764922
1758853953585114,1,6669532.0,60,8705810.0,100413.0,87.0,,6769949.0,78.72007016782408
1758853953685288,2,6650523.0,56,10737610.0,123705.0,107.0,,6774232.0,86.59013749445587
1758853953686648,1,6771066.0,61,9674580.0,106704.0,96.0,,6877774.0,95.2841412728741
1758853953794432,1,6878850.0,62,10180910.0,120436.0,101.0,,6999290.0,94.45659838194908
1758853953809233,2,6774468.0,57,10737610.0,118351.0,107.0,,6892823.0,86.63205454032031
1758853953915455,1,6999873.0,63,10096590.0,106358.0,100.0,,7106235.0,83.42703453062641
1758853953927827,2,6893062.0,58,10737610.0,112969.0,107.0,,7006035.0,90.54092112585798
1758853954022873,1,7107291.0,64,9145010.0,114206.0,91.0,,7221501.0,85.13480049898527
1758853954041051,2,7006286.0,59,10737610.0,120482.0,107.0,,7126772.0,94.83510563131492
1758853954138100,1,7222518.0,65,10330740.0,121162.0,103.0,,7343684.0,89.65554948059048
1758853954161775,2,7127010.0,60,10737610.0,117272.0,107.0,,7244286.0,88.94345780457904
1758853954259820,1,7344238.0,66,9040470.0,97314.0,90.0,,7441556.0,74.27267499178441
1758853954279288,2,7244523.0,61,10737610.0,126920.0,107.0,,7371447.0,91.37380545131178
1758853954358204,1,7442622.0,67,9943180.0,107834.0,99.0,,7550460.0,101.06501057082453
1758853954406447,2,7371682.0,62,10737610.0,113123.0,107.0,,7484809.0,84.44239102226346
1758853954466610,1,7551028.0,68,10067710.0,106108.0,100.0,,7657140.0,92.87041307676698
1758853954519822,2,7485057.0,63,10737610.0,138971.0,107.0,,7624032.0,94.70879823594268
1758853954573784,1,7658202.0,69,9880250.0,103169.0,98.0,,7761375.0,92.18887043499358
1758853954659031,2,7624266.0,64,10737610.0,114119.0,107.0,,7738389.0,77.13301582512625
1758853954678031,1,7762449.0,70,10342270.0,120992.0,103.0,,7883445.0,99.2092818018744
1758853954773394,2,7738629.0,65,10737610.0,117298.0,107.0,,7855931.0,93.8905939858171
1758853954800068,1,7884486.0,71,9418360.0,101080.0,94.0,,7985570.0,77.17626621434484
1758853954890936,2,7856171.0,66,10737610.0,114071.0,107.0,,7970246.0,91.35126167667728
1758853954902193,1,7986611.0,72,9183020.0,97506.0,91.0,,8084121.0,89.91941248470012
1758853955000792,1,8085210.0,73,9719140.0,109327.0,97.0,,8194541.0,98.57239931439467
1758853955005288,2,7970523.0,67,10737610.0,112967.0,107.0,,8083494.0,93.89962571708409
1758853955111142,1,8195560.0,74,10456860.0,124617.0,104.0,,8320181.0,94.76085183507023
1758853955118511,2,8083746.0,68,10737610.0,122671.0,107.0,,8206421.0,94.83594322708285
1758853955236273,1,8320691.0,75,9830510.0,103620.0,98.0,,8424315.0,78.5617472888413
1758853955241419,2,8206654.0,69,10737610.0,124981.0,107.0,,8331639.0,87.36298694958832
1758853955340969,1,8425387.0,76,11676270.0,122337.0,116.0,,8547728.0,111.5254642011156
1758853955366646,2,8331881.0,70,10737610.0,126093.0,107.0,,8457978.0,85.74516677713272
1758853955464460,1,8548878.0,77,8972110.0,116055.0,89.0,,8664937.0,72.65395858807524
1758853955492984,2,8458219.0,71,10737610.0,130218.0,107.0,,8588441.0,84.9911348921148
1758853955581497,1,8665915.0,78,10468340.0,113312.0,104.0,,8779231.0,89.44470552047643
1758853955623453,2,8588688.0,72,10737610.0,115138.0,107.0,,8703830.0,82.30008661061248
1758853955695331,1,8779749.0,79,8989410.0,101376.0,89.0,,8881129.0,78.96946430767609
1758853955738841,2,8704076.0,73,10737610.0,118367.0,107.0,,8822447.0,93.05655700766111
1758853955797787,1,8882205.0,80,9037660.0,94371.0,90.0,,8976580.0,88.21015850706644
1758853955857449,2,8822684.0,74,10737610.0,121533.0,107.0,,8944221.0,90.53023404829355
1758853955893150,1,8977568.0,81,11241190.0,130270.0,112.0,,9107842.0,117.87789813659387
1758853955979243,2,8944478.0,75,10737610.0,125625.0,107.0,,9070107.0,88.16206052843326
1758853956024080,1,9108498.0,82,8678100.0,92602.0,86.0,,9201104.0,66.2804552050714
1758853956105130,2,9070365.0,76,10737610.0,120584.0,107.0,,9190953.0,85.29562226441173
1758853956117877,1,9202295.0,83,11257630.0,116813.0,112.0,,9319112.0,120.02121603036345
1758853956225987,2,9191222.0,77,10737610.0,122718.0,107.0,,9313944.0,88.84557783165229
1758853956235379,1,9319797.0,84,8656430.0,104798.0,86.0,,9424599.0,73.67049071505167
1758853956341255,1,9425673.0,85,8381670.0,91903.0,83.0,,9517580.0,79.16496656466055
1758853956348976,2,9314211.0,78,10737610.0,117302.0,107.0,,9431517.0,87.30545008090155
1758853956434171,1,9518589.0,86,10907130.0,115590.0,109.0,,9634183.0,117.38699470489473
1758853956466557,2,9431792.0,79,10737610.0,122875.0,107.0,,9554671.0,91.3209617200058
1758853956550321,1,9634739.0,87,10149600.0,115980.0,101.0,,9750723.0,87.38355574687904
1758853956589686,2,9554921.0,80,10737610.0,121778.0,107.0,,9676703.0,87.20618213418449
1758853956667395,1,9751813.0,88,12072010.0,146868.0,120.0,,9898685.0,103.11435502331858
1758853956711719,2,9676954.0,81,10737610.0,130193.0,107.0,,9807151.0,87.98939631083397
1758853956815463,1,9899881.0,89,9600460.0,113262.0,96.0,,10013147.0,64.83818245670908
1758853956842174,2,9807409.0,82,10737610.0,121619.0,107.0,,9929032.0,82.30891878425511
1758853956929769,1,10014187.0,90,10133040.0,110838.0,101.0,,10125029.0,88.64836491522755
1758853956964054,2,9929289.0,83,10737610.0,118388.0,107.0,,10047681.0,88.09985231375124
1758853957041106,1,10125524.0,91,9379700.0,107522.0,93.0,,10233050.0,84.2460278254309
1758853957082703,2,10047938.0,84,10737610.0,115167.0,107.0,,10163109.0,90.49895068647861
1758853957149618,1,10234036.0,92,10382370.0,128958.0,103.0,,10362998.0,95.67946402241228
1758853957198115,2,10163350.0,85,10737610.0,125919.0,107.0,,10289273.0,93.03720583648148
1758853957279769,1,10364187.0,93,8850000.0,96092.0,88.0,,10460283.0,67.99794085331654
1758853957324282,2,10289517.0,86,10737610.0,114241.0,107.0,,10403762.0,85.10632732806518
1758853957376703,1,10461121.0,94,9543090.0,100644.0,95.0,,10561769.0,98.44935729465409
1758853957438769,2,10404004.0,87,10737610.0,115177.0,107.0,,10519185.0,93.78890179671055
1758853957478481,1,10562899.0,95,9984580.0,106325.0,99.0,,10669228.0,98.10155436341842
1758853957554203,2,10519438.0,88,10737610.0,119426.0,107.0,,10638868.0,93.01947433165273
1758853957585305,1,10669723.0,96,11893040.0,126546.0,118.0,,10796273.0,111.3330337751816
1758853957673868,2,10639103.0,89,10737610.0,121599.0,107.0,,10760706.0,89.73058120586639
1758853957713065,1,10797483.0,97,10259690.0,106912.0,102.0,,10904399.0,80.30439887288667
1758853957795707,2,10760942.0,90,10737610.0,113008.0,107.0,,10873954.0,88.12949876476334
1758853957821051,1,10905469.0,98,9931440.0,115267.0,99.0,,11020740.0,91.96969977589688
1758853957908957,2,10874192.0,91,10737610.0,116258.0,107.0,,10990454.0,94.81333333333335
1758853957937340,1,11021758.0,99,11950480.0,128466.0,119.0,,11150228.0,102.76535183895295
1758853958025497,2,10990732.0,92,10737610.0,124885.0,107.0,,11115621.0,92.1366912648018
1758853958066965,1,11151383.0,100,10973180.0,124973.0,109.0,,11276360.0,84.65326904532304
1758853958150884,2,11116119.0,93,10737610.0,136640.0,107.0,,11252763.0,85.63575171269748
1758853958192976,1,11277394.0,101,11328950.0,118437.0,113.0,,11395835.0,89.9044527858679
1758853958287779,2,11253014.0,94,10737610.0,123777.0,107.0,,11376795.0,78.43683114796012
1758853958312552,1,11396970.0,102,10197680.0,109281.0,101.0,,11506255.0,85.28199638723491
1758853958411828,2,11377063.0,95,10737610.0,117543.0,107.0,,11494610.0,86.55942409854171
1758853958422835,1,11507253.0,103,12359760.0,130097.0,123.0,,11637354.0,112.07312097059383
1758853958529652,2,11494887.0,96,10737610.0,116444.0,107.0,,11611335.0,91.13262153720804
1758853958554076,1,11638494.0,104,10082420.0,109098.0,100.0,,11747596.0,76.82370600650711
1758853958646373,2,11611608.0,97,10737610.0,117472.0,107.0,,11729084.0,91.99381430933595
1758853958664247,1,11748665.0,105,11621530.0,139987.0,116.0,,11888656.0,105.48628949542076
1758853958764137,2,11729372.0,98,10737610.0,113076.0,107.0,,11842452.0,91.17905302129684
1758853958805397,1,11889815.0,106,8941610.0,97112.0,89.0,,11986931.0,63.34828196953595
1758853958877492,2,11842727.0,99,10737610.0,129143.0,107.0,,11971874.0,94.72550835869613
1758853958903581,1,11987999.0,107,11181240.0,129252.0,111.0,,12117255.0,113.88046932290393
1758853959006915,2,11972150.0,100,10737610.0,122706.0,107.0,,12094860.0,82.96523801797208
1758853959033380,1,12117798.0,108,9516910.0,99050.0,95.0,,12216852.0,73.32036456367152
1758853959129903,2,12095138.0,101,10737610.0,124877.0,107.0,,12220019.0,87.30615995056428
1758853959133518,1,12217936.0,109,9380310.0,101460.0,93.0,,12319400.0,93.67383011444207
1758853959236027,1,12320445.0,110,9969990.0,103912.0,99.0,,12424361.0,97.25965524978295
1758853959255059,2,12220294.0,102,10737610.0,126150.0,107.0,,12346448.0,85.7938093259612
1758853959340455,1,12424873.0,111,9682050.0,118549.0,96.0,,12543426.0,92.71507641628683
1758853959381542,2,12346777.0,103,10737610.0,115439.0,107.0,,12462220.0,84.89370112979611
1758853959460044,1,12544462.0,112,9390900.0,119820.0,93.0,,12664286.0,78.52645310187393
1758853959497267,2,12462502.0,104,10737610.0,113184.0,107.0,,12575690.0,92.7855692374163
1758853959580855,1,12665273.0,113,10161460.0,106907.0,101.0,,12772184.0,84.11038729916979
1758853959610744,2,12575979.0,105,10737610.0,120623.0,107.0,,12696606.0,94.62366823232902
1758853959688260,1,12772678.0,114,8639990.0,91966.0,86.0,,12864648.0,80.44308924165541
1758853959731649,2,12696884.0,106,10737610.0,119513.0,107.0,,12816401.0,88.81030561184402
1758853959781218,1,12865636.0,115,10048640.0,116867.0,100.0,,12982507.0,108.09871124593901
1758853959851446,2,12816681.0,107,10737610.0,114099.0,107.0,,12930784.0,89.63171030994098
1758853959898584,1,12983002.0,116,10026760.0,108496.0,100.0,,13091502.0,85.43155598725355
1758853959965822,2,12931057.0,108,10737610.0,115217.0,107.0,,13046278.0,93.87992236133455
1758853960008079,1,13092497.0,117,10980120.0,113875.0,109.0,,13206376.0,100.27964747248733
1758853960081317,2,13046552.0,109,10737610.0,118678.0,107.0,,13165234.0,92.97034503658168
1758853960122926,1,13207344.0,118,9663150.0,110329.0,96.0,,13317677.0,84.13933319982237
1758853960200290,2,13165525.0,110,10737610.0,127218.0,107.0,,13292747.0,90.2524942634043
1758853960234282,1,13318700.0,119,10153830.0,110647.0,101.0,,13429351.0,91.18350156255612
1758853960327791,2,13293026.0,111,10737610.0,127139.0,107.0,,13420169.0,84.21588850283527
1758853960345423,1,13429841.0,120,9040580.0,101543.0,90.0,,13531388.0,81.34333864190533
1758853960448015,1,13532433.0,121,10076690.0,109978.0,100.0,,13642415.0,98.2210113849033
1758853960455221,2,13420456.0,112,10737610.0,134895.0,107.0,,13555355.0,84.26281095503414
1758853960558517,1,13642935.0,122,10199180.0,115420.0,101.0,,13758359.0,92.29860093029991
1758853960590371,2,13555606.0,113,10737610.0,115552.0,107.0,,13671162.0,79.44957454679985
1758853960674905,1,13759323.0,123,9251990.0,106961.0,92.0,,13866288.0,79.49264528989242
1758853960706169,2,13671404.0,114,10737610.0,115369.0,107.0,,13786777.0,92.72707646073334
1758853960782843,1,13867261.0,124,9301050.0,98974.0,93.0,,13966239.0,86.17030146936204
1758853960821795,2,13787030.0,115,10737610.0,117615.0,107.0,,13904649.0,92.86501305934652
1758853960882808,1,13967226.0,125,11898030.0,143431.0,118.0,,14110661.0,119.02195768518982
1758853960939676,2,13904911.0,116,10737610.0,134648.0,107.0,,14039563.0,91.08855540757204
1758853961026892,1,14111310.0,126,10337730.0,118134.0,103.0,,14229448.0,71.74793870242358
1758853961074561,2,14039796.0,117,10737610.0,128285.0,107.0,,14168085.0,79.6056640842199
1758853961146022,1,14230440.0,127,10057210.0,109851.0,100.0,,14340295.0,84.4221438764375
1758853961203082,2,14168317.0,118,10737610.0,128234.0,107.0,,14296555.0,83.54751363590387
1758853961256849,1,14341267.0,128,10363540.0,129662.0,103.0,,14470933.0,93.51096754401004
1758853961331605,2,14296840.0,119,10737610.0,113248.0,107.0,,14410092.0,83.54621351820298
1758853961387526,1,14471944.0,129,8995630.0,102207.0,89.0,,14574155.0,68.83866326897619
1758853961445146,2,14410381.0,120,10737610.0,118572.0,107.0,,14528957.0,94.57033142212946
1758853961490773,1,14575191.0,130,7746100.0,83081.0,77.0,,14658276.0,75.02494019196683
1758853961563992,2,14529227.0,121,10737610.0,118475.0,107.0,,14647706.0,90.34893896302779
1758853961574857,1,14659275.0,131,10967210.0,120272.0,109.0,,14779551.0,130.4315922173065
1758853961682763,2,14647998.0,122,10737610.0,122779.0,107.0,,14770781.0,90.40599136152765
1758853961695652,1,14780070.0,132,10063320.0,108680.0,100.0,,14888754.0,83.3090773624736
1758853961805341,1,14889759.0,133,11099030.0,136317.0,110.0,,15026080.0,101.18635414672391
1758853961805840,2,14771075.0,123,10737610.0,121596.0,107.0,,14892675.0,87.2430267231083
1758853961927721,2,14892956.0,124,10737610.0,118417.0,107.0,,15011377.0,88.09912947875388
1758853961942667,1,15027085.0,134,9758070.0,103526.0,97.0,,15130615.0,71.05770211030686
1758853962046425,2,15011660.0,125,10737610.0,120483.0,107.0,,15132147.0,90.45701914004583
1758853962047203,1,15131621.0,135,11781570.0,138313.0,117.0,,15269938.0,112.70347057473025
1758853962167187,2,15132422.0,126,10737610.0,113117.0,107.0,,15245543.0,88.91547009820971
1758853962186621,1,15271039.0,136,9640390.0,119027.0,96.0,,15390070.0,69.14738412543575
1758853962280595,2,15245830.0,127,10737610.0,119488.0,107.0,,15365322.0,94.6812394187359
1758853962306635,1,15391053.0,137,11072700.0,127823.0,110.0,,15518880.0,92.26173613078474
1758853962400365,2,15365600.0,128,10737610.0,123954.0,107.0,,15489558.0,89.65191617266427
1758853962434974,1,15519392.0,138,10705460.0,117537.0,107.0,,15636933.0,83.4154855499887
1758853962524596,2,15489831.0,129,10737610.0,136544.0,107.0,,15626379.0,86.43261343786978
1758853962553484,1,15637902.0,139,12123170.0,148274.0,121.0,,15786180.0,102.29659944308499
1758853962661398,2,15626633.0,130,10737610.0,121083.0,107.0,,15747720.0,78.49015365272437
1758853962702865,1,15787283.0,140,9031230.0,100839.0,90.0,,15888126.0,60.45768872882093
1758853962782754,2,15747989.0,131,10737610.0,128317.0,107.0,,15876310.0,88.48025643561094
1758853962804690,1,15889108.0,141,12097430.0,127605.0,120.0,,16016717.0,118.80608887797692
1758853962911358,2,15876593.0,132,10737610.0,121799.0,107.0,,15998396.0,83.4935927342851
1758853962932965,1,16017383.0,142,8771150.0,92340.0,87.0,,16109727.0,68.37770415123758
1758853963026263,1,16110681.0,143,9623680.0,116803.0,96.0,,16227488.0,103.14990675041267
1758853963033426,2,15998661.0,133,10737610.0,131393.0,107.0,,16130058.0,87.96416751318938
1758853963144037,1,16228455.0,144,13000200.0,143293.0,130.0,,16371752.0,110.38259717764532
1758853963165097,2,16130332.0,134,10737610.0,126096.0,107.0,,16256432.0,81.54878447038453
1758853963288018,1,16372436.0,145,9420080.0,116616.0,94.0,,16489056.0,65.42585480028615
1758853963291493,2,16256728.0,135,10737610.0,120758.0,107.0,,16377490.0,84.9521345612203
1758853963405612,1,16490030.0,146,9367540.0,99584.0,93.0,,16589618.0,79.66001666751706
1758853963412527,2,16377762.0,136,10737610.0,127110.0,107.0,,16504876.0,88.71565014789233
1758853963506173,1,16590591.0,147,10193900.0,113220.0,101.0,,16703815.0,101.37031254661349
1758853963539928,2,16505163.0,137,10737610.0,124902.0,107.0,,16630069.0,84.28199150713104
1758853963619894,1,16704312.0,148,9693560.0,102029.0,96.0,,16806345.0,85.2398413661505
1758853963665113,2,16630348.0,138,10737610.0,121645.0,107.0,,16751997.0,85.7739345768263
1758853963722949,1,16807367.0,149,10472160.0,111053.0,104.0,,16918424.0,101.61719470185822
1758853963787038,2,16752273.0,139,10737610.0,113029.0,107.0,,16865306.0,88.06733647734264
1758853963834512,1,16918930.0,150,10170860.0,108918.0,101.0,,17027852.0,91.1669639575845
1758853963900349,2,16865584.0,140,10737610.0,119496.0,107.0,,16985084.0,94.76229139271562
1758853963944433,1,17028851.0,151,11159220.0,120086.0,111.0,,17148941.0,101.52036462550377
1758853964020120,2,16985355.0,141,10737610.0,114104.0,107.0,,17099463.0,89.65116764492241
1758853964065483,1,17149901.0,152,11716320.0,121369.0,117.0,,17271274.0,96.78909541511773
1758853964134510,2,17099745.0,142,10737610.0,118441.0,107.0,,17218190.0,93.8684325552933
1758853964187948,1,17272366.0,153,9430240.0,108199.0,94.0,,17380569.0,77.00355203527539
