timestamp,component,snt_uS,frm_nm,frm_sz_b,rcd_uS,send_btRt_Mbps
1758853949606443,1,2690861.0,24,9908180.0,10737410.0,80.85801955311821
1758853949649433,2,2614668.0,22,10737610.0,10737410.0,84.21258607438082
1758853949721503,1,2805921.0,25,10584400.0,10737410.0,91.99026594820093
1758853949775660,2,2740895.0,23,10737610.0,10737410.0,85.06587338683482
1758853949815600,1,2900018.0,26,8622000.0,10737410.0,91.6288510792055
1758853949892323,2,2857558.0,24,10737610.0,10737410.0,92.03954981442274
1758853949929249,1,3013667.0,27,8613270.0,10737410.0,75.78834833566508
1758853950005609,2,2970844.0,25,10737610.0,10737410.0,94.78320357325707
1758853950062127,1,3146545.0,28,11781600.0,10737410.0,88.66479025873358
1758853950139059,2,3104294.0,26,10737610.0,10737410.0,80.4616710378419
1758853950159910,1,3244328.0,29,8787250.0,10737410.0,89.86480267531167
1758853950254628,2,3219863.0,27,10737610.0,10737410.0,92.91081518400264
1758853950271919,1,3356337.0,30,9859910.0,10737410.0,88.02783704880858
1758853950373430,2,3338665.0,28,10737610.0,10737410.0,90.38240096968066
1758853950381925,1,3466343.0,31,9724420.0,10737410.0,88.3989964183772
1758853950487830,2,3453065.0,29,10737610.0,10737410.0,93.86022727272727
1758853950507203,1,3591621.0,32,10988610.0,10737410.0,87.71380449879467
1758853950604586,2,3569821.0,30,10737610.0,10737410.0,91.96623728116757
1758853950617325,1,3701743.0,33,9592230.0,10737410.0,87.10548300975282
1758853950714661,1,3799079.0,34,9142450.0,10737410.0,93.9267074874661
1758853950728676,2,3693911.0,31,10737610.0,10737410.0,86.53082440164397
1758853950817665,1,3902083.0,35,9345680.0,10737410.0,90.73123373849559
1758853950858117,2,3823352.0,32,10737610.0,10737410.0,82.9537009139299
1758853950923872,1,4008290.0,36,9962770.0,10737410.0,93.80521057934034
1758853950974562,2,3939797.0,33,10737610.0,10737410.0,92.21185967624201
1758853951056931,1,4141349.0,37,11105300.0,10737410.0,83.46147197859597
1758853951093192,2,4058427.0,34,10737610.0,10737410.0,90.51344516564107
1758853951171228,1,4255646.0,38,10627150.0,10737410.0,92.97838088488763
1758853951216049,2,4181284.0,35,10737610.0,10737410.0,87.39925278982884
1758853951303055,1,4387473.0,39,10410840.0,10737410.0,78.97350315185813
1758853951341175,2,4306410.0,36,10737610.0,10737410.0,85.8143791058613
1758853951417795,1,4502213.0,40,10069330.0,10737410.0,87.75780024402998
1758853951466549,2,4431784.0,37,10737610.0,10737410.0,85.64463126326034
1758853951537148,1,4621566.0,41,11376080.0,10737410.0,95.31457106231096
1758853951586360,2,4551595.0,38,10737610.0,10737410.0,89.62123678126382
1758853951649870,1,4734288.0,42,10373690.0,10737410.0,92.02897393587766
1758853951713693,2,4678928.0,39,10737610.0,10737410.0,84.32700085602318
1758853951781964,1,4866382.0,43,11298800.0,10737410.0,85.5360576559117
1758853951834718,2,4799953.0,40,10737610.0,10737410.0,88.7222474695311
1758853951903145,1,4987563.0,44,10856560.0,10737410.0,89.58962213548328
1758853951965237,2,4930472.0,41,10737610.0,10737410.0,82.26855860066351
1758853952009669,1,5094087.0,45,10049730.0,10737410.0,94.3424017122902
1758853952086041,2,5051276.0,42,10737610.0,10737410.0,88.88455680275489
1758853952120715,1,5205133.0,46,9854770.0,10737410.0,88.74493453163555
1758853952214320,2,5179555.0,43,10737610.0,10737410.0,83.70512710576166
1758853952221949,1,5306367.0,47,8809930.0,10737410.0,87.0254064839876
1758853952313589,1,5398007.0,48,8676800.0,10737410.0,94.68354430379748
1758853952334071,2,5299306.0,44,10737610.0,10737410.0,89.66614057502652
1758853952426641,1,5511059.0,49,10542620.0,10737410.0,93.25460849874393
1758853952451642,2,5416877.0,45,10737610.0,10737410.0,91.32872902331357
1758853952531961,1,5616379.0,50,9459430.0,10737410.0,89.81608431447019
1758853952576959,2,5542194.0,46,10737610.0,10737410.0,85.68358642482666
1758853952621527,1,5705945.0,51,8452620.0,10737410.0,94.37308800214367
1758853952693603,2,5658838.0,47,10737610.0,10737410.0,92.05454202530778
1758853952751471,1,5835889.0,52,9366580.0,10737410.0,72.08166594840854
1758853952808002,2,5773237.0,48,10737610.0,10737410.0,93.86104773643126
1758853952879437,1,5963855.0,53,10291270.0,10737410.0,80.4219089445634
1758853952926608,2,5891843.0,49,10737610.0,10737410.0,90.53176061919297
1758853952982857,1,6067275.0,54,9843240.0,10737410.0,95.17733513827113
1758853953049527,2,6014762.0,50,10737610.0,10737410.0,87.35516885103198
1758853953123234,1,6207652.0,55,11047080.0,10737410.0,78.69579774464478
1758853953202558,2,6167793.0,51,10737610.0,10737410.0,70.16624082702198
1758853953236695,1,6321113.0,56,9813760.0,10737410.0,86.49456641489147
1758853953323416,2,6288651.0,52,10737610.0,10737410.0,88.84484270797134
1758853953357952,1,6442370.0,57,10359560.0,10737410.0,85.43473778833388
1758853953447784,2,6413019.0,53,10737610.0,10737410.0,86.33740190402676
1758853953473447,1,6557865.0,58,9659880.0,10737410.0,83.63894540889216
1758853953561048,2,6526283.0,54,10737610.0,10737410.0,94.801613928521
1758853953584566,1,6668984.0,59,9822360.0,10737410.0,88.39496395755901
1758853953685051,2,6650286.0,55,10737610.0,10737410.0,86.5915340757885
1758853953685530,1,6769948.0,60,8705810.0,10737410.0,86.22687294481202
1758853953793355,1,6877773.0,61,9674580.0,10737410.0,89.72483190354741
1758853953808996,2,6774231.0,56,10737610.0,10737410.0,86.63205454032031
1758853953914871,1,6999289.0,62,10180910.0,10737410.0,83.78246486059449
1758853953927587,2,6892822.0,57,10737610.0,10737410.0,90.54321154219124
1758853954021816,1,7106234.0,63,10096590.0,10737410.0,94.40918228996212
1758853954040799,2,7006034.0,58,10737610.0,10737410.0,94.84515775712822
1758853954137082,1,7221500.0,64,9145010.0,10737410.0,79.33831311921989
1758853954161536,2,7126771.0,59,10737610.0,10737410.0,88.93388108036476
1758853954259265,1,7343683.0,65,10330740.0,10737410.0,84.55136966681125
1758853954279050,2,7244285.0,60,10737610.0,10737410.0,91.37302789454874
1758853954357137,1,7441555.0,66,9040470.0,10737410.0,92.37034085335948
1758853954406211,2,7371446.0,61,10737610.0,10737410.0,84.4410629045069
1758853954466041,1,7550459.0,67,9943180.0,10737410.0,91.3022478513186
1758853954519573,2,7484808.0,62,10737610.0,10737410.0,94.7196591450398
1758853954572721,1,7657139.0,68,10067710.0,10737410.0,94.37298462692164
1758853954658796,2,7624031.0,63,10737610.0,10737410.0,77.12525947580501
1758853954676956,1,7761374.0,69,9880250.0,10737410.0,94.78821892838299
1758853954773153,2,7738388.0,64,10737610.0,10737410.0,93.8955201692944
1758853954799026,1,7883444.0,70,10342270.0,10737410.0,84.7240927336774
1758853954890695,2,7855930.0,65,10737610.0,10737410.0,91.35126167667728
1758853954901151,1,7985569.0,71,9418360.0,10737410.0,92.22384332925337
1758853954999702,1,8084120.0,72,9183020.0,10737410.0,93.18038376069242
1758853955005010,2,7970245.0,66,10737610.0,10737410.0,93.93001793290469
1758853955110122,1,8194540.0,73,9719140.0,10737410.0,88.01974280021736
1758853955118258,2,8083493.0,67,10737610.0,10737410.0,94.81500777055665
1758853955235762,1,8320180.0,74,10456860.0,10737410.0,83.22874880611269
1758853955241185,2,8206420.0,68,10737610.0,10737410.0,87.3494838400026
1758853955339896,1,8424314.0,75,9830510.0,10737410.0,94.40250062419575
1758853955366403,2,8331638.0,69,10737610.0,10737410.0,85.75132968103628
1758853955463309,1,8547727.0,76,11676270.0,10737410.0,94.61134564430003
1758853955492742,2,8457977.0,70,10737610.0,10737410.0,84.99046216924306
1758853955580518,1,8664936.0,77,8972110.0,10737410.0,76.54796133402725
1758853955623205,2,8588440.0,71,10737610.0,10737410.0,82.30387159577812
1758853955694812,1,8779230.0,78,10468340.0,10737410.0,91.59133462823945
1758853955738594,2,8703829.0,72,10737610.0,10737410.0,93.05575054814584
1758853955796710,1,8881128.0,79,8989410.0,10737410.0,88.21969027851381
1758853955857211,2,8822446.0,73,10737610.0,10737410.0,90.52336511629868
1758853955892161,1,8976579.0,80,9037660.0,10737410.0,94.68376444458413
1758853955978985,2,8944220.0,74,10737610.0,10737410.0,88.17654014814329
1758853956023423,1,9107841.0,81,11241190.0,10737410.0,85.63933202297694
1758853956104871,2,9070106.0,75,10737610.0,10737410.0,85.29629982682745
1758853956116685,1,9201103.0,82,8678100.0,10737410.0,93.05076022388539
1758853956225717,2,9190952.0,76,10737610.0,10737410.0,88.85366499511775
1758853956234693,1,9319111.0,83,11257630.0,10737410.0,95.3971764626127
1758853956340180,1,9424598.0,84,8656430.0,10737410.0,82.06158104790164
1758853956348708,2,9313943.0,77,10737610.0,10737410.0,87.3040303762064
1758853956433161,1,9517579.0,85,8381670.0,10737410.0,90.14390036674159
1758853956466281,2,9431516.0,78,10737610.0,10737410.0,91.32717545695016
1758853956549764,1,9634182.0,86,10907130.0,10737410.0,93.54073222815879
1758853956589435,2,9554670.0,79,10737610.0,10737410.0,87.18847946473521
1758853956666304,1,9750722.0,87,10149600.0,10737410.0,87.09112750986786
1758853956711467,2,9676702.0,80,10737610.0,10737410.0,87.99011734626984
1758853956814266,1,9898684.0,88,12072010.0,10737410.0,81.58858355523715
1758853956841915,2,9807150.0,81,10737610.0,10737410.0,82.31333558199437
1758853956928728,1,10013146.0,89,9600460.0,10737410.0,83.87464835491255
1758853956963796,2,9929031.0,82,10737610.0,10737410.0,88.09912947875388
1758853957040610,1,10125028.0,90,10133040.0,10737410.0,90.56899233120609
1758853957082445,2,10047680.0,83,10737610.0,10737410.0,90.49895068647861
1758853957148631,1,10233049.0,91,9379700.0,10737410.0,86.83219003712242
1758853957197873,2,10163108.0,84,10737610.0,10737410.0,93.0243095262848
1758853957278579,1,10362997.0,92,10382370.0,10737410.0,79.89634315264567
1758853957324037,2,10289272.0,85,10737610.0,10737410.0,85.10835103516058
1758853957375864,1,10460282.0,93,8850000.0,10737410.0,90.96983090918435
1758853957438526,2,10403761.0,86,10737610.0,10737410.0,93.78726340521797
1758853957477350,1,10561768.0,94,9543090.0,10737410.0,94.0335612793883
1758853957553949,2,10519184.0,87,10737610.0,10737410.0,93.02833923914645
1758853957584809,1,10669227.0,95,9984580.0,10737410.0,92.91525139820769
1758853957673632,2,10638867.0,88,10737610.0,10737410.0,89.71708596876749
1758853957711854,1,10796272.0,96,11893040.0,10737410.0,93.61281435711756
1758853957795470,2,10760705.0,89,10737610.0,10737410.0,88.13022209819597
1758853957819980,1,10904398.0,97,10259690.0,10737410.0,94.88642879603425
1758853957908718,2,10873953.0,90,10737610.0,10737410.0,94.81500777055665
1758853957936321,1,11020739.0,98,9931440.0,10737410.0,85.36491864433003
1758853958025218,2,10990453.0,91,10737610.0,10737410.0,92.16832618025752
1758853958065809,1,11150227.0,99,11950480.0,10737410.0,92.29025083405412
1758853958150385,2,11115620.0,92,10737610.0,10737410.0,85.78626954388936
1758853958191941,1,11276359.0,100,10973180.0,10737410.0,86.99758982653094
1758853958287527,2,11252762.0,93,10737610.0,10737410.0,78.29556226393082
1758853958311416,1,11395834.0,101,11328950.0,10737410.0,94.82276626909395
1758853958411559,2,11376794.0,94,10737610.0,10737410.0,86.57128805469557
1758853958421836,1,11506254.0,102,10197680.0,10737410.0,92.35355913783735
1758853958529374,2,11494609.0,95,10737610.0,10737410.0,91.13958324491789
1758853958552935,1,11637353.0,103,12359760.0,10737410.0,94.2780646686855
1758853958646099,2,11611334.0,96,10737610.0,10737410.0,91.99066181195117
1758853958663177,1,11747595.0,104,10082420.0,10737410.0,91.45715788900782
1758853958763848,2,11729083.0,97,10737610.0,10737410.0,91.19066828593024
1758853958804237,1,11888655.0,105,11621530.0,10737410.0,82.38714022401815
1758853958877216,2,11842451.0,98,10737610.0,10737410.0,94.71464610824924
1758853958902512,1,11986930.0,106,8941610.0,10737410.0,90.98560162808444
1758853959006638,2,11971873.0,99,10737610.0,10737410.0,82.96587906229236
1758853959032836,1,12117254.0,107,11181240.0,10737410.0,85.79570915564285
1758853959129624,2,12094859.0,100,10737610.0,10737410.0,87.30757972452149
1758853959132433,1,12216851.0,108,9516910.0,10737410.0,95.55418335893651
1758853959234981,1,12319399.0,109,9380310.0,10737410.0,91.47238366423528
1758853959254783,2,12220018.0,101,10737610.0,10737410.0,85.79175289032351
1758853959339942,1,12424360.0,110,9969990.0,10737410.0,94.98756681052961
1758853959381212,2,12346447.0,102,10737610.0,10737410.0,84.9299606893988
1758853959459007,1,12543425.0,111,9682050.0,10737410.0,81.3173476672406
1758853959496984,2,12462219.0,103,10737610.0,10737410.0,92.74790104688526
1758853959579867,1,12664285.0,112,9390900.0,10737410.0,77.70064537481385
1758853959610454,2,12575689.0,104,10737610.0,10737410.0,94.62950559619283
1758853959687765,1,12772183.0,113,10161460.0,10737410.0,94.17653709985358
1758853959731370,2,12696605.0,105,10737610.0,10737410.0,88.80222633894606
1758853959780229,1,12864647.0,114,8639990.0,10737410.0,93.44166378266137
1758853959851165,2,12816400.0,106,10737610.0,10737410.0,89.63320672816062
1758853959898088,1,12982506.0,115,10048640.0,10737410.0,85.25984439033081
1758853959965548,2,12930783.0,107,10737610.0,10737410.0,93.87417710673789
1758853960007083,1,13091501.0,116,10026760.0,10737410.0,91.99284370842699
1758853960081042,2,13046277.0,108,10737610.0,10737410.0,92.97115001645108
1758853960121957,1,13206375.0,117,10980120.0,10737410.0,95.58403119940108
1758853960199998,2,13165233.0,109,10737610.0,10737410.0,90.26539224587243
1758853960233258,1,13317676.0,118,9663150.0,10737410.0,86.81997466330041
1758853960327511,2,13292746.0,110,10737610.0,10737410.0,84.20796310964373
1758853960344932,1,13429350.0,119,10153830.0,10737410.0,90.92384977702956
1758853960446969,1,13531387.0,120,9040580.0,10737410.0,88.60099767731315
1758853960454933,2,13420168.0,111,10737610.0,10737410.0,84.26810126979642
1758853960557996,1,13642414.0,121,10076690.0,10737410.0,90.75891449827519
1758853960590119,2,13555354.0,112,10737610.0,10737410.0,79.42841714378707
1758853960673940,1,13758358.0,122,10199180.0,10737410.0,87.9664320706548
1758853960705926,2,13671161.0,113,10737610.0,10737410.0,92.7198701287487
1758853960781869,1,13866287.0,123,9251990.0,10737410.0,85.72292896255871
1758853960821541,2,13786776.0,114,10737610.0,10737410.0,92.87384854906371
1758853960881820,1,13966238.0,124,9301050.0,10737410.0,93.05609748776901
1758853960939413,2,13904648.0,115,10737610.0,10737410.0,91.09551038414553
1758853961026242,1,14110660.0,125,11898030.0,10737410.0,82.38377809475011
1758853961074327,2,14039562.0,116,10737610.0,10737410.0,79.58855270765079
1758853961145029,1,14229447.0,126,10337730.0,10737410.0,87.02745249901083
1758853961202849,2,14168084.0,117,10737610.0,10737410.0,83.54686357199546
1758853961255876,1,14340294.0,127,10057210.0,10737410.0,90.73055653287865
1758853961331319,2,14296554.0,118,10737610.0,10737410.0,83.5806803144703
1758853961386514,1,14470932.0,128,10363540.0,10737410.0,79.33021019917635
1758853961444856,2,14410091.0,119,10737610.0,10737410.0,94.57366321111179
1758853961489736,1,14574154.0,129,8995630.0,10737410.0,87.1483792214838
1758853961563721,2,14528956.0,120,10737610.0,10737410.0,90.3344971185799
1758853961573857,1,14658275.0,130,7746100.0,10737410.0,92.08283306189892
1758853961682470,2,14647705.0,121,10737610.0,10737410.0,90.42274040202444
1758853961695132,1,14779550.0,131,10967210.0,10737410.0,90.43257060399918
1758853961804335,1,14888753.0,132,10063320.0,10737410.0,92.1524133952364
1758853961805545,2,14770780.0,122,10737610.0,10737410.0,87.24444444444445
1758853961927439,2,14892674.0,123,10737610.0,10737410.0,88.08973370305348
1758853961941661,1,15026079.0,133,11099030.0,10737410.0,80.82249537596667
1758853962046141,2,15011376.0,124,10737610.0,10737410.0,90.45854324274234
1758853962046196,1,15130614.0,134,9758070.0,10737410.0,93.34739560912614
1758853962166911,2,15132146.0,125,10737610.0,10737410.0,88.90958019375674
1758853962185519,1,15269937.0,135,11781570.0,10737410.0,84.56299390624663
1758853962280307,2,15245542.0,126,10737610.0,10737410.0,94.69125895093302
1758853962305651,1,15390069.0,136,9640390.0,10737410.0,80.248310192122
1758853962400086,2,15365321.0,127,10737610.0,10737410.0,89.64517987293266
1758853962434461,1,15518879.0,137,11072700.0,10737410.0,85.96149367285147
1758853962524322,2,15489557.0,128,10737610.0,10737410.0,86.42913487233974
1758853962552514,1,15636932.0,138,10705460.0,10737410.0,90.6835065606126
1758853962661143,2,15626378.0,129,10737610.0,10737410.0,78.47925391570007
1758853962701761,1,15786179.0,139,12123170.0,10737410.0,81.2289024234993
1758853962782484,2,15747719.0,130,10737610.0,10737410.0,88.49119423772675
1758853962803707,1,15888125.0,140,9031230.0,10737410.0,88.58837031369548
1758853962911074,2,15876309.0,131,10737610.0,10737410.0,83.50268294579674
1758853962932298,1,16016716.0,141,12097430.0,10737410.0,94.07680164241665
1758853963025308,1,16109726.0,142,8771150.0,10737410.0,94.30330072035267
1758853963033160,2,15998395.0,132,10737610.0,10737410.0,87.9511983355995
1758853963143069,1,16227487.0,143,9623680.0,10737410.0,81.72213211504659
1758853963164822,2,16130057.0,133,10737610.0,10737410.0,81.55435888866947
1758853963287333,1,16371751.0,144,13000200.0,10737410.0,90.11395774413575
1758853963291196,2,16256431.0,134,10737610.0,10737410.0,84.96692357605204
1758853963404637,1,16489055.0,145,9420080.0,10737410.0,80.30484893950761
1758853963412254,2,16377489.0,135,10737610.0,10737410.0,88.69806208594228
1758853963505199,1,16589617.0,146,9367540.0,10737410.0,93.15188639844077
1758853963539640,2,16504875.0,136,10737610.0,10737410.0,84.29191590912659
1758853963619396,1,16703814.0,147,10193900.0,10737410.0,89.26591766859025
1758853963664833,2,16630068.0,137,10737610.0,10737410.0,85.76845350778399
1758853963721926,1,16806344.0,148,9693560.0,10737410.0,94.54364576221593
1758853963786761,2,16751996.0,138,10737610.0,10737410.0,88.06516960829343
1758853963834005,1,16918423.0,149,10472160.0,10737410.0,93.43552315777264
1758853963900070,2,16865305.0,139,10737610.0,10737410.0,94.76396402757064
1758853963943433,1,17027851.0,150,10170860.0,10737410.0,92.9456811784918
1758853964019848,2,16985083.0,140,10737610.0,10737410.0,89.64592830068962
1758853964064522,1,17148940.0,151,11159220.0,10737410.0,92.15717364913411
1758853964134227,2,17099462.0,141,10737610.0,10737410.0,93.87746002325602
1758853964186855,1,17271273.0,152,11716320.0,10737410.0,95.77399393458838
1758853964252954,2,17218189.0,142,10737610.0,10737410.0,90.43949564968374
1758853964296150,1,17380568.0,153,9430240.0,10737410.0,86.28244658950547
1758853964387741,2,17352976.0,143,10737610.0,10737410.0,79.66354322004348
1758853964423088,1,17507506.0,154,11280060.0,10737410.0,88.86275189462572
1758853964502185,2,17467420.0,144,10737610.0,10737410.0,93.82414106462551
1758853964535255,1,17619673.0,155,9366820.0,10737410.0,83.50780532598714
1758853964617670,2,17582905.0,145,10737610.0,10737410.0,92.9783954626142
1758853964668947,1,17753365.0,156,10783330.0,10737410.0,80.65800496663974
1758853964739584,2,17704819.0,146,10737610.0,10737410.0,88.07528257624227
1758853964810680,1,17895098.0,157,12688180.0,10737410.0,89.52170630692922
1758853964858230,2,17823465.0,147,10737610.0,10737410.0,90.50123897982233
1758853964936416,1,18020834.0,158,10460340.0,10737410.0,83.19288032067188
1758853964979089,2,17944324.0,148,10737610.0,10737410.0,88.84410759645537
1758853965031163,1,18115581.0,159,8257600.0,10737410.0,87.15421068740963
1758853965106432,2,18071667.0,149,10737610.0,10737410.0,84.32037881940902
1758853965139902,1,18224320.0,160,10161670.0,10737410.0,93.45009610167466
1758853965235893,2,18201128.0,150,10737610.0,10737410.0,82.94088567213292
1758853965262825,1,18347243.0,161,11809750.0,10737410.0,96.07437176118383
1758853965349268,2,18314503.0,151,10737610.0,10737410.0,94.70879823594268
1758853965397155,1,18481573.0,162,12377080.0,10737410.0,92.13935829673193
1758853965483244,2,18448479.0,152,10737610.0,10737410.0,80.14577237714218
1758853965498040,1,18582458.0,163,8449770.0,10737410.0,83.75645536997571
1758853965595963,1,18680381.0,164,8523330.0,10737410.0,87.04114457277657
1758853965626730,2,18591965.0,153,10737610.0,10737410.0,74.83385138619795
1758853965703284,1,18787702.0,165,9044650.0,10737410.0,84.27660942406425
1758853965741160,2,18706395.0,154,10737610.0,10737410.0,93.8356200297125
1758853965831879,1,18916297.0,166,11030690.0,10737410.0,85.77852949181539
1758853965854476,2,18819711.0,155,10737610.0,10737410.0,94.75811006389212
1758853965958442,1,19042860.0,167,11391390.0,10737410.0,90.00568886641436
1758853965972045,2,18937280.0,156,10737610.0,10737410.0,91.33028264253333
1758853966064499,1,19148917.0,168,9419200.0,10737410.0,88.81261962906738
1758853966115428,2,19080663.0,157,10737610.0,10737410.0,74.88760871232992
1758853966159461,1,19243879.0,169,8663120.0,10737410.0,91.22722773319855
1758853966242719,2,19207954.0,158,10737610.0,10737410.0,84.35482477158638
1758853966278585,1,19363003.0,170,11170080.0,10737410.0,93.76851012390449
1758853966361373,2,19326608.0,159,10737610.0,10737410.0,90.49513712137814
1758853966384321,1,19468739.0,171,9977460.0,10737410.0,94.36199591435272
1758853966477926,2,19443161.0,160,10737610.0,10737410.0,92.126414592503
1758853966492429,1,19576847.0,172,10171560.0,10737410.0,94.08702408702409
1758853966591355,2,19556590.0,161,10737610.0,10737410.0,94.66371033862593
1758853966601540,1,19685958.0,173,9262970.0,10737410.0,84.89492351825204
1758853966691324,1,19775742.0,174,8095210.0,10737410.0,90.16316938430009
1758853966704751,2,19669986.0,162,10737610.0,10737410.0,94.69125895093302
1758853966789755,1,19874173.0,175,9260390.0,10737410.0,94.08001544228952
1758853966821280,2,19786515.0,163,10737610.0,10737410.0,92.14538870152495
1758853966888849,1,19973267.0,176,9319050.0,10737410.0,94.04252527902798
1758853966955027,2,19920262.0,164,10737610.0,10737410.0,80.2829970018019
1758853967025328,1,20109746.0,177,10421730.0,10737410.0,76.36141824016883
1758853967077047,2,20042282.0,165,10737610.0,10737410.0,87.99877069332896
1758853967125316,1,20209734.0,178,9181050.0,10737410.0,91.82151858222987
1758853967204467,2,20169702.0,166,10737610.0,10737410.0,84.26942395228379
1758853967233047,1,20317465.0,179,10258320.0,10737410.0,95.2216168048194
1758853967322115,2,20287350.0,167,10737610.0,10737410.0,91.26895484836122
1758853967333783,1,20418201.0,180,8430120.0,10737410.0,83.68527636594665
1758853967437661,2,20402896.0,168,10737610.0,10737410.0,92.92930953905804
1758853967452038,1,20536456.0,181,11293780.0,10737410.0,95.50361506913028
1758853967551040,2,20516275.0,169,10737610.0,10737410.0,94.70545691882977
1758853967580954,1,20665372.0,182,11083110.0,10737410.0,85.97156287815321
1758853967666496,2,20631731.0,170,10737610.0,10737410.0,93.00174958425721
1758853967689751,1,20774169.0,183,9773230.0,10737410.0,89.82995854665111
1758853967787329,2,20752564.0,171,10737610.0,10737410.0,88.86322445027434
1758853967799209,1,20883627.0,184,9304930.0,10737410.0,85.00913592428145
1758853967918920,2,20884155.0,172,10737610.0,10737410.0,81.59836159007835
1758853967930315,1,21014733.0,185,11446000.0,10737410.0,87.30340335301206
1758853968038794,2,21004029.0,173,10737610.0,10737410.0,89.57413617631848
1758853968045497,1,21129915.0,186,10225500.0,10737410.0,88.77689222274314
1758853968153223,2,21118458.0,174,10737610.0,10737410.0,93.83644006327069
1758853968153561,1,21237979.0,187,10286930.0,10737410.0,95.19294122001777
1758853968248631,1,21333049.0,188,8930920.0,10737410.0,93.94046492058483
1758853968268705,2,21233940.0,175,10737610.0,10737410.0,92.98081086229888
1758853968371226,1,21455644.0,189,10585500.0,10737410.0,86.3452832497247
1758853968394917,2,21360152.0,176,10737610.0,10737410.0,85.07598326625045
1758853968465686,1,21550104.0,190,8839250.0,10737410.0,93.5766461994495
1758853968516878,2,21482113.0,177,10737610.0,10737410.0,88.04134108444502
1758853968599493,1,21683911.0,191,12027250.0,10737410.0,89.88505833028168
1758853968647730,2,21612965.0,178,10737610.0,10737410.0,82.05919664964999
1758853968701287,1,21785705.0,192,9533770.0,10737410.0,93.65748472405052
1758853968765486,2,21730721.0,179,10737610.0,10737410.0,91.18524746085126
1758853968808837,1,21893255.0,193,9663790.0,10737410.0,89.85392840539284
1758853968887451,2,21852686.0,180,10737610.0,10737410.0,88.03845365473703
1758853968919723,1,22004141.0,194,9257000.0,10737410.0,83.48213480511517
1758853969002927,2,21968162.0,181,10737610.0,10737410.0,92.98564203817244
1758853969040517,1,22124935.0,195,9631570.0,10737410.0,79.73550010762123
